Place of interest,Type of place,Place address,BiciMAD station,Station location,Available bikes,Available docks,distance
Pérgolas del parque Enrique Tierno Galván,Monument, ,"Calle Amaltea , 1","271 - Calle Amaltea , 1,",14,10,236.92
Pérgolas Gran Vía Villaverde,Monument,C Gran Vía de Villaverde ,"Eduardo Maristany, 7","Calle de Eduardo Maristany, 7,",21,6,352.79
Pérgolas parque del Soto de Entrevías,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Pío Baroja,Monument,C Claudio Moyano ,Puerta del Ángel Caído,"Avenida de Alfonso XII nº 54,",6,21,20.82
Pórtico de la plaza Este,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Pórtico principal,Monument, ,"Calle del Boj, 5","Calle del Boj, 5,",8,14,774.03
Quer,Monument,Pza Murillo 2,Espalter,"Calle Espalter nº 1,",13,6,96.72
Quiosco de Música del Retiro,Monument,Pza Maestro Villa ,Velázquez,"Calle Alcalá nº 95,",2,21,203.99
Rafael Alberti,Monument,Avda Rafael Alberti 11,"Calle San Claudio, 154","Calle San Claudio, 154,",2,22,174.2
Rafael de León,Monument,CALLE MAIQUEZ 12,O'Donnell,"Calle O'Donnell nº 50,",3,24,75.81
Rafael El Gallo,Monument,C Cedaceros 3,Sevilla,"Calle Alcalá nº 27,",5,13,63.42
Rafael Martínez Molina,Monument,C Atocha 105,Almadén,"Calle Almadén nº 28,",16,7,195.64
Ramiro I,Monument,Pza Oriente ,Plaza Ramales,"Plaza de Ramales,",3,20,101.07
Ramiro II. Rey de León,Monument,Pza Oriente ,San Quintín,"Calle Pavía nº 6,",11,16,72.73
Ramiro I. Primer Rey de Aragón,Monument,Pza Oriente ,San Quintín,"Calle Pavía nº 6,",11,16,94.22
Ramón Berenguer IV,Monument,PARQUE RETIRO ,Castelló,"Calle Alcalá nº 111,",5,22,107.72
Ramón Carande,Monument,PASEO ARTILLEROS 1,Villablanca  7,"Calle Villablanca 7,",5,18,117.96
Ramón Gómez de la Serna,Monument,Pza Gabriel Miró ,Segovia 45,"Calle Segovia nº 45,",19,8,192.59
Ramón María del Valle-Inclán,Monument,Pº Recoletos ,Biblioteca Nacional,"Paseo de Recoletos nº 20,",8,14,68.28
Ramón María del Valle-Inclán,Monument,C General Oraa 9,Glorieta de Em,"Paseo de la Castellana nº 43,",2,10,225.02
Ramón María del Valle-Inclán,Monument,C Valle Inclán 12,"Calle Guareña, 13","Calle Guareña, 13,",2,16,642.97
Ramón Mesonero Romanos,Monument,CALLE BARCELO 1,Barceló,"Calle Barceló nº 7,",15,4,60.67
Ramón Pelayo,Monument,C Noviciado 3,Norte,"Calle norte nº 8,",3,16,82.98
Ramón Pérez de Ayala,Monument,CALLE GABRIEL LOBO 11,María Francisca 1,"Calle María Francisca nº 3,",1,18,206.88
Rapto de Europa,Monument, Aeropuerto de Barajas ,"Soto Hidalgo, 2","Calle Soto Hidalgo, 2,",13,12,1026.13
Real Cerca de Felipe IV,Monument,Rda Ronda de Segovia ,"Avda  Gran Vía de San Francisco ,  9","Avda de la Gran Vía de San Francisco, 9 ,",2,21,129.42
Rectángulo real ilusorio,Monument,C Benjamín Palencia ,"Calle Ramon Perez de Ayala, 45","Calle Ramon Perez de Ayala, 45,",11,13,374.02
Reflexiones (Los cubos),Monument,C Princesa 5,Ventura Rodríguez,"Ventura Rodriguez, 2,",2,25,96.42
Rehabilitación jardines de la J. M. Hortaleza,Monument,Ctra Canillas 2,"Vicente Muzas, 12","Vicente Muzas, 12,",8,15,484.76
Reina Sofía,Monument,Ctra Canillas 51,"Calle Andorra, 6","546 - Calle Andorra, 6,",1,22,176.43
Rejas del arroyo Meaques,Monument,CARRETERA BOADILLA DEL MONTE 1,"Calle Cardaño, 10","Calle Cardaño, 10,",14,9,412.09
Rejas del arroyo Prado del Rey,Monument,CARRETERA HUMERA 15,"Calle de Caroli, 1","Calle de Caroli, 1,",8,15,549.76
Relieve Museo de Carruajes I,Monument, ,Segovia 45,"Calle Segovia nº 45,",19,8,463.66
Relieve Museo de Carruajes II,Monument, ,Segovia 45,"Calle Segovia nº 45,",19,8,479.0
Reloj de sol,Monument,Avda Puerta de Hierro 4,Ciudad Universitaria 2,"Avenida de la Complutense (Metro Ciudad Universitaria),",3,16,188.87
Reloj de sol,Monument,AVENIDA ARCENTALES 2,"Hermanos Garcia Noblejas, 158","Hermanos Garcia Noblejas, 158,",3,21,201.3
Reloj de sol Puerta Toledo,Monument,Gta Puerta de Toledo ,Puerta de Toledo,"Glorieta de la Puerta de Toledo nº 1,",10,9,58.85
Reloj de sol Recoletos,Monument,Pº Recoletos ,Biblioteca Nacional,"Paseo de Recoletos nº 20,",8,14,232.99
Reloj solar,Monument,C Aconcagua ,"Calle de los Emigrantes, 15","Calle de los Emigrantes, 15,",6,19,428.8
Remodelación embarcadero deportivo,Monument,Pº Embarcadero ,"Paseo de Puerta del Angel, 10 (M. Lago)","Paseo de Puerta del Angel, 10 ( metro Lago),",17,2,243.52
Reposo,Monument,C Arturo Soria 208,"Vicente Muzas, 12","Vicente Muzas, 12,",8,15,190.31
Reproducción de capitel egipcio,Monument, ,Quintana,"Calle Quintana nº 13,",6,17,352.83
Reproducción de la Puerta de Bisagra de Toledo,Monument,C Principal de Provincias (Parque de la Casa de Campo) 9,Puerta del Ángel,"Plaza Puerta del Ángel nº 4,",17,10,310.55
Reproducción de la Puerta del Carmen de Zaragoza,Monument,C Principal de Provincias ,"Paseo de Puerta del Angel, 10 (M. Lago)","Paseo de Puerta del Angel, 10 ( metro Lago),",17,2,343.9
República Argentina,Monument,PLAZA REPUBLICA ARGENTINA 6,Castellana 106,"Paseo de la Castellana nº 106,",2,21,479.94
Restauración iglesia de Montserrat,Monument,C San Bernardo 79,San Hermenegildo,"Calle San Bernardo nº 85,",2,25,75.06
Resto escultóricos y arquitectónicos,Monument, ,"Avda. Gran Vía de Hortaleza, 68","541- Avda. Gran Vía de Hortaleza, 68,",22,1,437.48
Restos arqueológicos iglesia Almudena,Monument,C Almudena ,Segovia 26,"Calle Segovia nº 26,",6,21,154.13
Restos Convento Santa Catalina de Sena,Monument,"Pza Cabestreros, de ",Plaza de Nelson Mandela,"Calle Mesón de Paredes nº 35,",10,9,31.33
Restos de cerca en la calle Bailén,Monument,C Bailén 3,San Quintín,"Calle Pavía nº 6,",11,16,223.78
Restos de fábrica de ladrillos Norah,Monument, ,"Calle Cifuentes, 5","Calle Cifuentes, 5,",11,12,622.88
Restos escultóricos,Monument,CALLE JOAQUIN MARIA LOPEZ 1,Galileo,"Calle Galileo nº 63,",6,18,207.99
Restos historicos del muro de la Puerta del Zarzón,Monument,Ctra Boadilla del Monte ,"Calle Cardaño, 10","Calle Cardaño, 10,",14,9,544.37
Restos iglesia San Juan Bautista,Monument,Pza Ramales ,Plaza Ramales,"Plaza de Ramales,",3,20,13.19
Reveriano Soutullo,Monument,C Apodaca 7,Barceló,"Calle Barceló nº 7,",15,4,86.83
Rey astur-leonés,Monument,C Méndez Núñez 1,Antonio Maura,"Calle Antonio Maura nº 15,",6,18,109.94
Rey astur-leonés,Monument,C Méndez Núñez 1,Antonio Maura,"Calle Antonio Maura nº 15,",6,18,115.0
Rey astur-leonés (probablemente Fruela I),Monument,C Méndez Núñez 1,"Calle Felipe IV, 3","Calle Felipe IV, 3,",8,15,130.86
Rey godo anterior a Leovigildo,Monument,C Méndez Núñez 1,Antonio Maura,"Calle Antonio Maura nº 15,",6,18,131.97
Ricardo Codorníu,Monument,Pº Julio Romero de Torres ,Puerta del Pacífico ,"Avenida de Menéndez Pelayo nº 69,",9,18,367.11
Ricardo de la Vega,Monument,Ctra Fernanflor 8,Marqués de Cubas,"Calle del Marqués de Cubas nº 25,",7,16,36.13
Ricardo Villa,Monument,Trav Bringas 1,Plaza de San Miguel,"Plaza de San Miguel nº 9,",1,22,80.7
Roberto Domingo,Monument,PARQUE CASA DE CAMPO ,"Calle de las Rosas de Aravaca, s/n","Calle de las Rosas de Aravaca, s/n,",3,20,1900.56
Rodríguez Lázaro,Monument,C Rodríguez Lázaro 1,"Eugenia de Montijo, 57","Eugenia de Montijo, 57,",2,13,112.75
Roger de Flor,Monument,Pza Roger de Flor ,Calle de Ervigio,"Calle de Ervigio,",20,3,99.44
Rosalía de Castro,Monument,C Ballesta 13,Carlos Cambronero,"Plaza de Carlos Cambronero nº 2,",5,18,149.58
Rubén Darío,Monument,CALLE VENERAS 4,Santo Domingo,"Plaza de Santo Domingo nº 1,",12,12,121.41
Rubén Darío,Monument,GLORIETA RUBEN DARIO 4,Castellana 33,"Castellana 33,",4,19,172.76
Rubén Darío,Monument,GLORIETA RUBEN DARIO 1,Castellana 33,"Castellana 33,",4,19,233.52
Rubén Darío,Monument,CALLE SERRANO 31,Serrano,"Calle Serrano nº 54,",2,20,57.06
Ruinas de la ermita de san Pelayo y san Isidoro,Monument, ,Puerta de Madrid,"Avenida de Menéndez Pelayo, 9,",9,18,96.55
Ruinas parque del Espinillo,Monument, ,"Avenida de Orovilla, 53","Avenida de Orovilla, 53,",5,22,404.2
Ruinas y fuente de la Casa de Vacas,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Ruperto Chapí,Monument,C Arenal 18,Plaza de Celenque B,"Plaza de Celenque nº 1,",4,20,79.89
Ruperto Chapí,Monument,Pº Duque de Fernán Núñez ,Puerta de Madrid,"Avenida de Menéndez Pelayo, 9,",9,18,214.54
Ría Chica,Monument, ,Quinta Fuente del Berro,"Calle Sancho Dávila esquina Paseo Marqués de Zafra,",6,18,216.72
Ría Colegio Las Acacias,Monument,C General Ricardos 179,"Av de la plaza de Toros , 3","Av de la plaza de Toros , 3,",10,13,301.13
Ría del parque Juan Carlos I,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Ría del paseo de Colombia,Monument,PASEO COLOMBIA 1,Velázquez,"Calle Alcalá nº 95,",2,21,236.08
Ría del paseo de Venezuela,Monument,PARQUE RETIRO ,Castelló,"Calle Alcalá nº 111,",5,22,107.72
Ría Grande de Don Quijote,Monument,Avda Doctor Federico Rubio y Galí ,"Paseo de Juan XXIII, 24","Paseo de Juan XXIII, 24,",6,21,584.64
Ría Norte y estanque de la Montaña Artificial del Retiro,Monument,Pº Duque de Fernán Núñez ,Puerta de Madrid,"Avenida de Menéndez Pelayo, 9,",9,18,48.66
Ría semicircular,Monument,PARQUE CERRO PEÑABEL ,"Camino de Ganapanes, 40","Camino de Ganapanes, 40,",3,21,117.12
Ría Sur y cascada de la Chopera,Monument,PARQUE RETIRO ,Castelló,"Calle Alcalá nº 111,",5,22,107.72
Ría y estanque Villarrosa,Monument,C Aconcagua ,"Calle de Mota del Cuervo, 70","Calle de Mota del Cuervo, 70,",2,22,395.79
Ría y lago de El Capricho,Monument, ,"Paseo de la Alameda de Osuna, 48","Paseo de la Alameda de Osuna, 48,",22,5,313.87
Sagrada Familia,Monument,PLAZA MADRE MOLAS 2,López Pozas,"Calle General López Pozas nº 2,",4,19,82.72
Sagrado Corazón de Jesús,Monument,GLORIETA EJERCITO 1,"Paseo de Marcelino Camacho, 53B","Paseo de Marcelino Camacho, 53B,",1,22,88.79
Sagrado Corazón de Jesús,Monument,CALLE ARTURO SORIA 101,"Diego Ayllon, 2","Diego Ayllon, 2,",9,14,199.3
Sagrado Corazón de Jesús,Monument, ," Paseo de la Venta, 1","Paseo de la Venta, 1,",7,20,2032.34
Sagrado Corazón de Jesús,Monument,CALLE MAGNOLIAS 105,Torre Cepsa,"Calle Sinesio Delgado nº 2,",1,26,95.02
Sagrado Corazón de Jesús,Monument,PLAZA MADRE MARIA ANA MOGAS 12," Isla Graciosa, 2","Calle de la Isla Graciosa, 2,",6,18,311.44
Sagrado Corazón de Jesús,Monument,GLORIETA SAN ANTONIO DE LA FLORIDA 1,Paseo de la Florida,"Paseo de la Florida nº 8,",23,4,551.98
Saineteros madrileños,Monument,CALLE LUCHANA 1,Malasaña,"Calle Manuela Malasaña nº 5,",10,17,103.16
San Cristóbal,Monument,URBANIZACION CIUDAD PEGASO ,"Calle Seis, sn","Calle Seis, sn,",12,12,164.0
San Fernando (Fernando III el Santo),Monument, ,"Calle del Profesor Aranguren, 1","311 - Calle del Profesor Aranguren, 1,",1,26,1675.99
San Gerardo,Monument,C Maqueda 45,Avda del Padre Piquer,"Avda del Padre Piquer s/n,",3,21,299.83
San Isidoro,Monument,Pº Recoletos 20,Biblioteca Nacional,"Paseo de Recoletos nº 20,",8,14,80.42
San Isidoro,Monument,PLAZA MARQUES DE COMILLAS 1,"Paseo de Juan XXIII, 24","Paseo de Juan XXIII, 24,",6,21,347.49
San Isidro,Monument,PUENTE TOLEDO ,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,1,11,86.53
San Isidro,Monument,PASEO CASTELLANA 112,Paseo de la Castellana con Raimundo Fer,"Paseo de la Castellana esquina calle Raimundo Fernández Villaverde,",9,14,131.05
San Isidro,Monument, ,Plaza de San Francisco,"Plaza de San Francisco nº 5,",7,17,115.37
San Isidro en la Venta del Batán,Monument,Ctra Batán ," Paseo de la Venta, 1","Paseo de la Venta, 1,",7,20,334.72
San José,Monument,C Mar Adriático 11,"Avenida Barranquilla, 17","Avenida Barranquilla, 17,",11,13,294.38
San José,Monument,CALLE GENERAL RICARDOS 179,"Av de la plaza de Toros , 3","Av de la plaza de Toros , 3,",10,13,52.14
San José,Monument,CALLE ELOY GONZALO 3,Quevedo,"Glorieta de Quevedo nº 5,",7,17,105.19
San Juan de Dios,Monument,C López de Hoyos 259,"Vicente Muzas, 12","Vicente Muzas, 12,",8,15,254.17
San Pol de Mar,Monument,C San Pol de Mar ,Paseo de la Florida,"Paseo de la Florida nº 8,",23,4,490.47
Sancha. Reina de León,Monument,Pza Oriente ,San Quintín,"Calle Pavía nº 6,",11,16,104.75
Sancho IV,Monument,Pº República Argentina ,Antonio Maura,"Calle Antonio Maura nº 15,",6,18,148.52
Sancho IV. El Bravo,Monument,PASEO ARGENTINA 2,Antonio Maura,"Calle Antonio Maura nº 15,",6,18,114.12
Santa Bárbara,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Santa Bárbara,Monument,Pte Puente de San Fernando ,"Calle del Profesor Aranguren, 1","311 - Calle del Profesor Aranguren, 1,",1,26,1668.7
Santa María de la Cabeza,Monument,CALLE TOLEDO 1,Plaza de la Provincia,"Plaza de la Provincia nº 1,",7,11,126.46
Santa Rosa,Monument,Col Torres Garrido ,"Plaza de la Parroquia , 20","Plaza de la Parroquia , 20,",2,21,170.6
Santa Rosa de Lima,Monument,C General Ricardos 177,"Av de la plaza de Toros , 3","Av de la plaza de Toros , 3,",10,13,81.06
Santiago Ramón y Cajal,Monument,Pº Venezuela ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",6,17,243.85
Santiago Ramón y Cajal,Monument,C Santa Isabel 51,Museo Reina Sofía,"Calle Santa Isabel nº 57,",8,15,197.18
Santiago Ramón y Cajal,Monument,CALLE SAN MODESTO 1,"Calle de Angel Mugica, 3","Calle de Angel Mugica, 3,",1,23,42.28
Santiago Ramón y Cajal,Monument,C Alfonso XII 64,Avd ciudad de Barcelona ,"Avd ciudad de Barcelona ,",16,10,155.81
Santo Ángel de la Guarda,Monument,C Tutor 35,Quintana,"Calle Quintana nº 13,",6,17,156.3
Santísima Virgen,Monument,PASEO CAMOENS Y VALERO ,Paseo de Moret,"Paseo de Moret nº 11,",3,20,251.74
Seis columnas jónicas,Monument,C Aniceto Marinas 60,Paseo de la Florida,"Paseo de la Florida nº 8,",23,4,566.29
Serafín y Joaquín Álvarez Quintero,Monument,PARQUE RETIRO ,Castelló,"Calle Alcalá nº 111,",5,22,107.72
Serafín y Joaquín Álvarez Quintero,Monument,C Velázquez 76,Marqués de Salamanca,"Calle José Ortega y Gasset nº 30,",4,18,192.87
Serie escultórica en la Universidad de Cantoblanco,Monument, ,"C. de Castiello de Jaca, 14","C. de Castiello de Jaca, 14,",8,15,4236.54
Severo Ochoa,Monument,PLAZA RAMON Y CAJAL 3,Ciudad Universitaria 1,"Avenida de la Complutense (Metro Ciudad Universitaria),",7,17,148.38
Si todos los hombres...,Monument,CALLE GUZMAN EL BUENO 1,Guzmán el Bueno,"Calle Guzmán el Bueno nº 1,",2,25,25.35
Simón Bolívar,Monument, ,Paseo de Moret,"Paseo de Moret nº 11,",3,20,266.44
Simón Bolívar y María Teresa del Toro,Monument,C Gravina 19,Augusto Figueroa,"Calle Augusto Figueroa nº 33,",14,13,114.64
Simón de Rojas Clemente,Monument,Pza Murillo 2,Espalter,"Calle Espalter nº 1,",13,6,165.11
Sirena Varada 'Lugar de Encuentros III',Monument,Pº Castellana 41,Castellana 42,"Paseo de la Castellana nº 42,",2,21,43.14
Skandia,Monument,CALLE GUZMAN EL BUENO 133,San Francisco de Sales,"Calle General Ampudia nº 2,",2,22,204.74
Sor Juana Inés de la Cruz,Monument,C Ferraz ,Plaza de España A,"Calle Princesa nº 5,",1,17,213.39
Sor Marcela de San Félix,Monument,C Huertas 47,Huertas,"Calle Jesús nº 1,",4,22,146.6
Sor Marta,Monument,C Francisco y Jacinto Alcántara 1,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",2,22,341.41
Suintila,Monument,Pza Oriente ,Plaza Ramales,"Plaza de Ramales,",3,20,133.78
Tablero de ajedrez,Monument,Avda Puerta de Hierro 4,Ciudad Universitaria 2,"Avenida de la Complutense (Metro Ciudad Universitaria),",3,16,178.77
Templete cristiano,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Templete de música de Pradolongo,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Templete de música del parque de la Cuña Verde,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Templete de música del parque de Roma,Monument,C Juan Esplandiú ,Parque Roma,"Calle Alcalde Sáinz de Baranda frente al nº 107,",4,19,521.51
Templete elíptico del Parque de El Capricho,Monument, ,"Paseo de la Alameda de Osuna, 48","Paseo de la Alameda de Osuna, 48,",22,5,260.27
Templete Meseta de Orcasitas,Monument,Avda Rafaela Ybarra 101,"Avenida de los Poblados, 130","Avenida de los Poblados, 130,",17,6,318.95
Templete Villarrosa,Monument,C Aconcagua ,"Calle de Mota del Cuervo, 70","Calle de Mota del Cuervo, 70,",2,22,387.48
"Templo de Debod, estanque con Surtidor",Monument, ,Paseo de la Florida,"Paseo de la Florida nº 8,",23,4,376.66
Teniente Jacinto Ruíz Mendoza,Monument,Pza Rey ,Banco de España A,"Calle Alcalá nº 49,",9,18,177.92
Tetraedro-Fuego,Monument, ,Metro Pirámides,"Paseo de los Olmos nº 28,",8,14,98.42
Thalía,Monument, ,Puerta del Doce de Octubre,"Avenida de Menéndez Pelayo nº 63,",3,24,98.49
Thomas Alva Edison,Monument, ,"C. de Castiello de Jaca, 14","C. de Castiello de Jaca, 14,",8,15,4197.04
Tirso de Molina,Monument,Pza Tirso de Molina ,Conde de Romanones,"Plaza del Conde de Romanones nº 9,",2,15,159.58
Tomás Bretón,Monument,CALLE CAMPOMANES 10,Santo Domingo,"Plaza de Santo Domingo nº 1,",12,12,129.51
Tomás Borrás Bermejo,Monument,C Tomás Borrás 2,Jaime el Conquistador,"Calle Jaime el Conquistador nº 30,",15,4,192.44
Topografía funcional,Monument,Avda General Fanjul 2,"Calle Guareña, 13","Calle Guareña, 13,",2,16,34.48
Toreros de la Beneficencia,Monument,CALLE ALCALA 231,Alcalá-Ventas,"Calle Alejandro González nº 1,",3,20,74.15
Toros de Guisando,Monument, ,"Corregidor Ldo. Antonio de Mena, sn","Corregidor licenciado Antonio de Mena, sn,",2,22,308.99
Toros ibéricos,Monument,Pº Castellana 41,Castellana 42,"Paseo de la Castellana nº 42,",2,21,34.06
Torre de iluminación y comunicaciones (Faro de la Moncloa),Monument,Avda Arco de la Victoria 2,Moncloa,"Paseo de Moret nº 2,",6,16,317.12
Torretas-palomares,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Torso,Monument,ESTACION DE METRO CHAMARTIN ,Chamartín,"Calle Rodríguez Jaén nº 40,",8,14,171.34
Torso de Arquero,Monument,C Arturo Soria 206,"Vicente Muzas, 12","Vicente Muzas, 12,",8,15,132.78
Tras Julia,Monument,C Pez 42,San Bernardo,"Calle San Bernardo nº 22,",4,14,169.98
Traída de aguas al Barrio de Usera,Monument,C Marcelo Usera 144,"Manuel Noya , 29","Manuel Noya , 29,",25,0,24.79
"Tres, escultura en bronce del parque de Pradolongo",Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Triángulo de Oro,Monument,CALLE BRAVO MURILLO 376,Quevedo,"Glorieta de Quevedo nº 5,",7,17,34.65
Tríptico en el Hospital de Jornaleros,Monument,CALLE MAUDES 17,Glorieta de los Cuatro Caminos,"Calle Santa Engracia nº 168,",2,25,231.35
Tríptico Paseo de la Castellana,Monument,Pº Castellana 41,Castellana 42,"Paseo de la Castellana nº 42,",2,21,108.21
Túnel de Bonaparte. Panel informativo,Monument,Pº Ermita de la Virgen del Puerto ,Paseo de la Florida,"Paseo de la Florida nº 8,",23,4,384.67
Umbráculo del Parque del Manzanares,Monument,CAMINO PERALES ,"Avenida Cordoba, 21","Avenida Cordoba, 21,",18,4,265.17
Un món per a infants,Monument,PASEO CASTELLANA 41,Glorieta de Em,"Paseo de la Castellana nº 43,",2,10,54.81
Un Personaje Importante,Monument,Trav Felipe de Diego ,"Calle de Romeo y Julieta, 12","Calle de Romeo y Julieta, 12,",21,5,250.65
Un pintor para El Prado,Monument,C Ruiz de Alarcón ,"Calle Felipe IV, 3","Calle Felipe IV, 3,",8,15,56.41
Unidad vecinal Nº 5 Entrevías,Monument,C Cazorla ,"Calle de Romeo y Julieta, 12","Calle de Romeo y Julieta, 12,",21,5,434.18
Unidades-Yunta,Monument,PASEO CASTELLANA 35,Castellana 42,"Paseo de la Castellana nº 42,",2,21,101.37
Universidad Complutense de Madrid,Monument,C Martín Fierro ,"Calle Santa Pola, 22","318 - Calle Santa Pola, 22,",14,9,626.88
Urraca,Monument,PARQUE RETIRO ,Castelló,"Calle Alcalá nº 111,",5,22,107.72
Vagón-plataforma de tren,Monument, ,"Calle Amaltea , 1","271 - Calle Amaltea , 1,",14,10,218.22
Valle-Inclán. Café de la Montaña,Monument,C Alcalá 2,Carretas,"Calle Carretas nº 8,",2,21,101.15
Valle-Inclán. Cueva de Zaratustra,Monument,C Mayor 84,Plaza Ramales,"Plaza de Ramales,",3,20,174.67
Valle-Inclán. Presidente Ateneo,Monument,C Santa Catalina 10,Marqués de Cubas,"Calle del Marqués de Cubas nº 25,",7,16,208.37
Vasco Núñez de Balboa,Monument,Avda Reyes Católicos 6,Moncloa,"Paseo de Moret nº 2,",6,16,378.8
Vela,Monument,C Ribera del Sena ,"Calle del Boj, 5","Calle del Boj, 5,",8,14,570.38
