Place of interest,Type of place,Place address,BiciMAD station,Station location,Available bikes,Available docks,distance
Puerta de Granada del Retiro,Monument,Pza Menéndez Pelayo ,Puerta del Pacífico ,"Avenida de Menéndez Pelayo nº 69,",1,26,39.32
Puerta de Hernani del Retiro,Monument,C Alcalá 62,Plaza de la Independencia,"Plaza de la Independencia nº 6,",6,17,201.52
Puerta de Herrero Palacios del Retiro,Monument,Pza Menéndez Pelayo ,Puerta del Doce de Octubre,"Avenida de Menéndez Pelayo nº 63,",15,12,65.45
Puerta de Hierro,Monument,AVENIDA PADRE HUIDOBRO 1,Facultad Derecho,"Avenida Complutense nº 23,",1,22,1300.11
Puerta de la Alcarria,Monument,C Alcarria ," Calle de Santa Petronila, 7","414 -  Calle de Santa Petronila, 7,",11,13,174.31
Puerta de la América Española del Retiro,Monument,Pza Menéndez Pelayo 10,Puerta de Madrid,"Avenida de Menéndez Pelayo, 9,",20,7,176.04
Puerta de la Ilustración,Monument,C Ginzo de Limia ,"Calle Pedro Rico, 49","Calle Pedro Rico, 49,",15,9,106.87
Puerta de la Independencia del Retiro,Monument,Pza Independencia ,Plaza de la Independencia,"Plaza de la Independencia nº 6,",6,17,42.15
Puerta de la Latina,Monument,Avda Juan de Herrera 4,INEF,"Avenida Juan de Herrera frente a la calle Paul Guinard,",2,21,108.1
Puerta de la Reina Mercedes del Retiro,Monument,Pza Menéndez Pelayo ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",1,22,25.15
Puerta de los Cuarteles de Daoiz y Velarde,Monument,Avda Ciudad de Barcelona 164,Junta Municipal Retiro,"Calle León Gil de Palacio nº 3,",19,4,155.7
Puerta de los jardines del Arquitecto Herrero Palacios,Monument,Pº Duque de Fernán Núñez ,Puerta del Doce de Octubre,"Avenida de Menéndez Pelayo nº 63,",15,12,191.17
Puerta de los Osos,Monument,C General Ricardos 179,"Av de la plaza de Toros , 3","Av de la plaza de Toros , 3,",2,21,339.21
Puerta de Madrid del Retiro,Monument,C O'Donnell ,Castelló,"Calle Alcalá nº 111,",6,21,104.73
Puerta de Murillo del Retiro,Monument,C Alfonso XII ,Puerta del Ángel Caído,"Avenida de Alfonso XII nº 54,",14,12,333.15
Puerta de O´Donnell del Retiro,Monument,C O'Donnell ,Puerta de Madrid,"Avenida de Menéndez Pelayo, 9,",20,7,27.29
Puerta de Rodajos,Monument,Ctra Rodajos ,"Carretera del ZOO, s/n (M. Casa Campo)","Carretera del ZOO, s/n (M. Casa Campo),",3,24,1822.84
Puerta de Sainz de Baranda del Retiro,Monument,Pza Menéndez Pelayo ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",1,22,112.61
Puerta de San Vicente,Monument,Gta San Vicente ,Paseo de la Florida,"Paseo de la Florida nº 8,",22,5,260.15
Puerta de Somosaguas,Monument,CARRETERA SOMOSAGUAS ," Paseo de la Venta, 1","Paseo de la Venta, 1,",1,26,888.35
Puerta de Toledo,Monument,Gta Puerta de Toledo ,Puerta de Toledo,"Glorieta de la Puerta de Toledo nº 1,",6,13,46.9
Puerta del Doce de Octubre del Retiro,Monument,Pza Menéndez Pelayo ,Puerta del Doce de Octubre,"Avenida de Menéndez Pelayo nº 63,",15,12,22.19
Puerta del Niño Jesús del Retiro,Monument,Pza Menéndez Pelayo ,Puerta del Pacífico ,"Avenida de Menéndez Pelayo nº 69,",1,26,93.78
Puerta del Olivar de Atocha (Jardines de Cecilio Rodríguez),Monument,Pº Duque de Fernán Núñez ,Puerta del Pacífico ,"Avenida de Menéndez Pelayo nº 69,",1,26,215.35
Puerta del pabellón de los Jardines Cecilio Rodríguez,Monument,Pº Uruguay ,Puerta del Pacífico ,"Avenida de Menéndez Pelayo nº 69,",1,26,101.11
Puerta del Reservado Grande,Monument,Pº Marqués de Monistrol ,Paseo de la Florida,"Paseo de la Florida nº 8,",22,5,409.39
Puerta del Rey,Monument,Pº Marqués de Monistrol ,Paseo de la Florida,"Paseo de la Florida nº 8,",22,5,376.0
Puerta del Zarzón,Monument,CARRETERA ZARZON 6,"Carretera del ZOO, s/n (M. Casa Campo)","Carretera del ZOO, s/n (M. Casa Campo),",3,24,501.44
Puerta del Ángel Caído del Retiro,Monument,C Alfonso XII 5,Puerta del Ángel Caído,"Avenida de Alfonso XII nº 54,",14,12,42.37
Puerta entre Reservados,Monument,PASEO PLATANOS ," Paseo de la Venta, 1","Paseo de la Venta, 1,",1,26,896.68
Puerta Huerta de la Salud,Monument,C Mar de las Antillas 6,"Calle de Santa Virgilia, 6","Calle de Santa Virgilia, 6,",4,7,197.25
Puerta norte del Jardín Botánico,Monument,Pza Murillo 2,Almadén,"Calle Almadén nº 28,",17,6,199.56
Puerta Real del Jardín Botánico,Monument,Pº Prado 11,Almadén,"Calle Almadén nº 28,",17,6,82.06
Puerta San Vicente. Panel informativo,Monument,Gta San Vicente ,Paseo de la Florida,"Paseo de la Florida nº 8,",22,5,297.82
Puerta secundaria jardines Cecilio Rodríguez,Monument,Pº Uruguay ,Puerta del Pacífico ,"Avenida de Menéndez Pelayo nº 69,",1,26,75.89
Puerta sur de los jardines de Cecilio Rodríguez,Monument,Pº Uruguay ,Puerta del Pacífico ,"Avenida de Menéndez Pelayo nº 69,",1,26,135.14
Puertas Biblioteca y Museo Arqueológico Nacionales,Monument,Pº Recoletos 20,Biblioteca Nacional,"Paseo de Recoletos nº 20,",10,13,35.94
Puerta-campanario,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",13,14,
Pérgola calle del Euro,Monument,Avda Euro ,Albox 33,"Calle Albox 33,",9,14,365.75
Pérgola I parque de la Cuña Verde de Latina,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",13,14,
Pérgola II parque de la Cuña Verde de Latina,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",13,14,
Pérgola parque del Manzanares,Monument, ,"Calle Puerto Serrano, 1","Calle Puerto Serrano, 1,",19,4,815.36
Pérgolas del parque Enrique Tierno Galván,Monument, ,"Calle Amaltea , 1","271 - Calle Amaltea , 1,",21,2,236.92
Pérgolas Gran Vía Villaverde,Monument,C Gran Vía de Villaverde ,"Eduardo Maristany, 7","Calle de Eduardo Maristany, 7,",26,1,352.79
Pérgolas parque del Soto de Entrevías,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",13,14,
Pío Baroja,Monument,C Claudio Moyano ,Puerta del Ángel Caído,"Avenida de Alfonso XII nº 54,",14,12,20.82
Pórtico de la plaza Este,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",13,14,
Pórtico principal,Monument, ,"Avda del Partenon, 16","564 - Avda del Partenon, 16,",4,19,392.46
Quer,Monument,Pza Murillo 2,Almadén,"Calle Almadén nº 28,",17,6,196.86
Quiosco de Música del Retiro,Monument,Pza Maestro Villa ,Plaza de la Independencia,"Plaza de la Independencia nº 6,",6,17,287.89
Rafael Alberti,Monument,Avda Rafael Alberti 11,"Calle San Claudio, 154","Calle San Claudio, 154,",2,22,174.2
Rafael de León,Monument,CALLE MAIQUEZ 12,Narváez,"Calle O'Donnell nº 28,",9,18,210.14
Rafael El Gallo,Monument,C Cedaceros 3,Sevilla,"Calle Alcalá nº 27,",9,9,63.42
Rafael Martínez Molina,Monument,C Atocha 105,Almadén,"Calle Almadén nº 28,",17,6,195.64
Ramiro I,Monument,Pza Oriente ,Plaza Ramales,"Plaza de Ramales,",8,15,101.07
Ramiro II. Rey de León,Monument,Pza Oriente ,San Quintín,"Calle Pavía nº 6,",8,19,72.73
Ramiro I. Primer Rey de Aragón,Monument,Pza Oriente ,San Quintín,"Calle Pavía nº 6,",8,19,94.22
Ramón Berenguer IV,Monument,PARQUE RETIRO ,Castelló,"Calle Alcalá nº 111,",6,21,107.72
Ramón Carande,Monument,PASEO ARTILLEROS 1,Villablanca  7,"Calle Villablanca 7,",2,21,117.96
Ramón Gómez de la Serna,Monument,Pza Gabriel Miró ,Segovia 45,"Calle Segovia nº 45,",16,11,192.59
Ramón María del Valle-Inclán,Monument,Pº Recoletos ,Biblioteca Nacional,"Paseo de Recoletos nº 20,",10,13,68.28
Ramón María del Valle-Inclán,Monument,C General Oraa 9,Glorieta de Em,"Paseo de la Castellana nº 43,",3,9,225.02
Ramón María del Valle-Inclán,Monument,C Valle Inclán 12,"Avda de las Aguilas, 27","Avda de las Aguilas, 27,",7,16,334.9
Ramón Mesonero Romanos,Monument,CALLE BARCELO 1,Barceló,"Calle Barceló nº 7,",15,4,60.67
Ramón Pelayo,Monument,C Noviciado 3,Norte,"Calle norte nº 8,",10,9,82.98
Ramón Pérez de Ayala,Monument,CALLE GABRIEL LOBO 11,María Francisca 1,"Calle María Francisca nº 3,",3,16,206.88
Rapto de Europa,Monument, Aeropuerto de Barajas ,"Soto Hidalgo, 2","Calle Soto Hidalgo, 2,",11,14,1026.13
Real Cerca de Felipe IV,Monument,Rda Ronda de Segovia ,"Avda  Gran Vía de San Francisco ,  9","Avda de la Gran Vía de San Francisco, 9 ,",6,17,129.42
Rectángulo real ilusorio,Monument,C Benjamín Palencia ,"Calle Ramon Perez de Ayala, 45","Calle Ramon Perez de Ayala, 45,",14,10,374.02
Reflexiones (Los cubos),Monument,C Princesa 5,Ventura Rodríguez,"Ventura Rodriguez, 2,",12,15,96.42
Rehabilitación jardines de la J. M. Hortaleza,Monument,Ctra Canillas 2,"Vicente Muzas, 12","Vicente Muzas, 12,",2,21,484.76
Reina Sofía,Monument,Ctra Canillas 51,"Calle Andorra, 6","546 - Calle Andorra, 6,",2,21,176.43
Rejas del arroyo Meaques,Monument,CARRETERA BOADILLA DEL MONTE 1,"Calle Illescas, 1C","340 - Calle Illescas, 1C,",7,20,210.09
Rejas del arroyo Prado del Rey,Monument,CARRETERA HUMERA 15,"Calle de Caroli, 1","Calle de Caroli, 1,",6,17,549.76
Relieve Museo de Carruajes I,Monument, ,Segovia 45,"Calle Segovia nº 45,",16,11,463.66
Relieve Museo de Carruajes II,Monument, ,Segovia 45,"Calle Segovia nº 45,",16,11,479.0
Reloj de sol,Monument,Avda Puerta de Hierro 4,Ciudad Universitaria 2,"Avenida de la Complutense (Metro Ciudad Universitaria),",6,13,188.87
Reloj de sol,Monument,AVENIDA ARCENTALES 2,"Hermanos Garcia Noblejas, 158","Hermanos Garcia Noblejas, 158,",11,13,201.3
Reloj de sol Puerta Toledo,Monument,Gta Puerta de Toledo ,Puerta de Toledo,"Glorieta de la Puerta de Toledo nº 1,",6,13,58.85
Reloj de sol Recoletos,Monument,Pº Recoletos ,Biblioteca Nacional,"Paseo de Recoletos nº 20,",10,13,232.99
Reloj solar,Monument,C Aconcagua ,"Calle de los Emigrantes, 15","Calle de los Emigrantes, 15,",2,24,428.8
Remodelación embarcadero deportivo,Monument,Pº Embarcadero ,"Paseo de Puerta del Angel, 10 (M. Lago)","Paseo de Puerta del Angel, 10 ( metro Lago),",14,4,243.52
Reposo,Monument,C Arturo Soria 208,"Vicente Muzas, 12","Vicente Muzas, 12,",2,21,190.31
Reproducción de capitel egipcio,Monument, ,Ferraz,"Calle Evaristo San Miguel nº 2,",6,16,106.66
Reproducción de la Puerta de Bisagra de Toledo,Monument,C Principal de Provincias (Parque de la Casa de Campo) 9,Puerta del Ángel,"Plaza Puerta del Ángel nº 4,",23,4,310.55
Reproducción de la Puerta del Carmen de Zaragoza,Monument,C Principal de Provincias ,"Paseo de Puerta del Angel, 10 (M. Lago)","Paseo de Puerta del Angel, 10 ( metro Lago),",14,4,343.9
República Argentina,Monument,PLAZA REPUBLICA ARGENTINA 6,Plaza de la República Argentina,"Plaza de la República Argentina nº 6,",6,18,16.13
Restauración iglesia de Montserrat,Monument,C San Bernardo 79,San Hermenegildo,"Calle San Bernardo nº 85,",7,19,75.06
Resto escultóricos y arquitectónicos,Monument, ,"Avda. Gran Vía de Hortaleza, 68","541- Avda. Gran Vía de Hortaleza, 68,",2,21,437.48
Restos arqueológicos iglesia Almudena,Monument,C Almudena ,Segovia 26,"Calle Segovia nº 26,",9,18,154.13
Restos Convento Santa Catalina de Sena,Monument,"Pza Cabestreros, de ",Plaza de Nelson Mandela,"Calle Mesón de Paredes nº 35,",5,14,31.33
Restos de cerca en la calle Bailén,Monument,C Bailén 3,San Quintín,"Calle Pavía nº 6,",8,19,223.78
Restos de fábrica de ladrillos Norah,Monument, ,"Calle Cifuentes, 5","Calle Cifuentes, 5,",3,19,622.88
Restos escultóricos,Monument,CALLE JOAQUIN MARIA LOPEZ 1,Galileo,"Calle Galileo nº 63,",5,19,207.99
Restos historicos del muro de la Puerta del Zarzón,Monument,Ctra Boadilla del Monte ,"Calle Cardaño, 10","Calle Cardaño, 10,",14,10,544.37
Restos iglesia San Juan Bautista,Monument,Pza Ramales ,Plaza Ramales,"Plaza de Ramales,",8,15,13.19
Reveriano Soutullo,Monument,C Apodaca 7,Barceló,"Calle Barceló nº 7,",15,4,86.83
Rey astur-leonés,Monument,C Méndez Núñez 1,Antonio Maura,"Calle Antonio Maura nº 15,",2,22,109.94
Rey astur-leonés,Monument,C Méndez Núñez 1,Antonio Maura,"Calle Antonio Maura nº 15,",2,22,115.0
Rey astur-leonés (probablemente Fruela I),Monument,C Méndez Núñez 1,"Calle Felipe IV, 3","Calle Felipe IV, 3,",5,18,130.86
Rey godo anterior a Leovigildo,Monument,C Méndez Núñez 1,Antonio Maura,"Calle Antonio Maura nº 15,",2,22,131.97
Ricardo Codorníu,Monument,Pº Julio Romero de Torres ,Puerta del Pacífico ,"Avenida de Menéndez Pelayo nº 69,",1,26,367.11
Ricardo de la Vega,Monument,Ctra Fernanflor 8,Marqués de Cubas,"Calle del Marqués de Cubas nº 25,",3,20,36.13
Ricardo Villa,Monument,Trav Bringas 1,Plaza de San Miguel,"Plaza de San Miguel nº 9,",15,9,80.7
Roberto Domingo,Monument,PARQUE CASA DE CAMPO ,"Calle de las Rosas de Aravaca, s/n","Calle de las Rosas de Aravaca, s/n,",3,20,1900.56
Rodríguez Lázaro,Monument,C Rodríguez Lázaro 1,"Eugenia de Montijo, 57","Eugenia de Montijo, 57,",7,8,112.75
Roger de Flor,Monument,Pza Roger de Flor ,Calle de Ervigio,"Calle de Ervigio,",12,11,99.44
Rosalía de Castro,Monument,C Ballesta 13,Carlos Cambronero,"Plaza de Carlos Cambronero nº 2,",7,16,149.58
Rubén Darío,Monument,CALLE VENERAS 4,Santo Domingo,"Plaza de Santo Domingo nº 1,",15,9,121.41
Rubén Darío,Monument,GLORIETA RUBEN DARIO 4,Castellana 33,"Castellana 33,",2,21,172.76
Rubén Darío,Monument,GLORIETA RUBEN DARIO 1,Castellana 33,"Castellana 33,",2,21,233.52
Rubén Darío,Monument,CALLE SERRANO 31,Serrano 54,"Calle Serrano nº 54,",1,22,57.06
Ruinas de la ermita de san Pelayo y san Isidoro,Monument, ,Puerta de Madrid,"Avenida de Menéndez Pelayo, 9,",20,7,96.55
Ruinas parque del Espinillo,Monument, ,"Avenida de Orovilla, 53","Avenida de Orovilla, 53,",17,10,404.2
Ruinas y fuente de la Casa de Vacas,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",13,14,
Ruperto Chapí,Monument,C Arenal 18,Plaza de San Miguel,"Plaza de San Miguel nº 9,",15,9,300.73
Ruperto Chapí,Monument,Pº Duque de Fernán Núñez ,Puerta de Madrid,"Avenida de Menéndez Pelayo, 9,",20,7,214.54
Ría Chica,Monument, ,Quinta Fuente del Berro,"Calle Sancho Dávila esquina Paseo Marqués de Zafra,",15,9,216.72
Ría Colegio Las Acacias,Monument,C General Ricardos 179,"Av de la plaza de Toros , 3","Av de la plaza de Toros , 3,",2,21,301.13
Ría del parque Juan Carlos I,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",13,14,
Ría del paseo de Colombia,Monument,PASEO COLOMBIA 1,Castelló,"Calle Alcalá nº 111,",6,21,363.37
Ría del paseo de Venezuela,Monument,PARQUE RETIRO ,Castelló,"Calle Alcalá nº 111,",6,21,107.72
Ría Grande de Don Quijote,Monument,Avda Doctor Federico Rubio y Galí ,"Paseo de Juan XXIII, 24","Paseo de Juan XXIII, 24,",1,26,584.64
Ría Norte y estanque de la Montaña Artificial del Retiro,Monument,Pº Duque de Fernán Núñez ,Puerta de Madrid,"Avenida de Menéndez Pelayo, 9,",20,7,48.66
Ría semicircular,Monument,PARQUE CERRO PEÑABEL ,"Calle La Cabrera, sn","Calle La Cabrera, sn,",15,12,423.58
Ría Sur y cascada de la Chopera,Monument,PARQUE RETIRO ,Castelló,"Calle Alcalá nº 111,",6,21,107.72
Ría y estanque Villarrosa,Monument,C Aconcagua ,"Calle de Mota del Cuervo, 70","Calle de Mota del Cuervo, 70,",6,18,395.79
Ría y lago de El Capricho,Monument, ,"Paseo de la Alameda de Osuna, 48","Paseo de la Alameda de Osuna, 48,",19,8,313.87
Sagrada Familia,Monument,PLAZA MADRE MOLAS 2,López Pozas,"Calle General López Pozas nº 2,",10,13,82.72
Sagrado Corazón de Jesús,Monument,GLORIETA EJERCITO 1,"Paseo de Marcelino Camacho, 53B","Paseo de Marcelino Camacho, 53B,",6,17,88.79
Sagrado Corazón de Jesús,Monument,CALLE ARTURO SORIA 101,"Diego Ayllon, 2","Diego Ayllon, 2,",3,20,199.3
Sagrado Corazón de Jesús,Monument, ," Paseo de la Venta, 1","Paseo de la Venta, 1,",1,26,2032.34
Sagrado Corazón de Jesús,Monument,CALLE MAGNOLIAS 105,Torre Cepsa,"Calle Sinesio Delgado nº 2,",6,21,95.02
Sagrado Corazón de Jesús,Monument,PLAZA MADRE MARIA ANA MOGAS 12," Isla Graciosa, 2","Calle de la Isla Graciosa, 2,",6,17,311.44
Sagrado Corazón de Jesús,Monument,GLORIETA SAN ANTONIO DE LA FLORIDA 1,Paseo de la Florida,"Paseo de la Florida nº 8,",22,5,551.98
Saineteros madrileños,Monument,CALLE LUCHANA 1,Malasaña,"Calle Manuela Malasaña nº 5,",6,21,103.16
San Cristóbal,Monument,URBANIZACION CIUDAD PEGASO ,"Calle Seis, sn","Calle Seis, sn,",17,7,164.0
San Fernando (Fernando III el Santo),Monument, ,Facultad Derecho,"Avenida Complutense nº 23,",1,22,1778.8
San Gerardo,Monument,C Maqueda 45,Avda del Padre Piquer,"Avda del Padre Piquer s/n,",12,12,299.83
San Isidoro,Monument,Pº Recoletos 20,Biblioteca Nacional,"Paseo de Recoletos nº 20,",10,13,80.42
San Isidoro,Monument,PLAZA MARQUES DE COMILLAS 1,"Paseo de Juan XXIII, 24","Paseo de Juan XXIII, 24,",1,26,347.49
San Isidro,Monument,PUENTE TOLEDO ,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,1,11,86.53
San Isidro,Monument,PASEO CASTELLANA 112,Paseo de la Castellana con Raimundo Fer,"Paseo de la Castellana esquina calle Raimundo Fernández Villaverde,",1,22,131.05
San Isidro,Monument, ,Plaza de San Francisco,"Plaza de San Francisco nº 5,",23,1,115.37
San Isidro en la Venta del Batán,Monument,Ctra Batán ," Paseo de la Venta, 1","Paseo de la Venta, 1,",1,26,334.72
San José,Monument,C Mar Adriático 11,"Calle de los Emigrantes, 15","Calle de los Emigrantes, 15,",2,24,476.19
San José,Monument,CALLE GENERAL RICARDOS 179,"Av de la plaza de Toros , 3","Av de la plaza de Toros , 3,",2,21,52.14
San José,Monument,CALLE ELOY GONZALO 3,Quevedo,"Glorieta de Quevedo nº 5,",2,20,105.19
San Juan de Dios,Monument,C López de Hoyos 259,"Vicente Muzas, 12","Vicente Muzas, 12,",2,21,254.17
San Pol de Mar,Monument,C San Pol de Mar ,Paseo de la Florida,"Paseo de la Florida nº 8,",22,5,490.47
Sancha. Reina de León,Monument,Pza Oriente ,San Quintín,"Calle Pavía nº 6,",8,19,104.75
Sancho IV,Monument,Pº República Argentina ,Antonio Maura,"Calle Antonio Maura nº 15,",2,22,148.52
Sancho IV. El Bravo,Monument,PASEO ARGENTINA 2,Antonio Maura,"Calle Antonio Maura nº 15,",2,22,114.12
Santa Bárbara,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",13,14,
Santa Bárbara,Monument,Pte Puente de San Fernando ,Facultad Derecho,"Avenida Complutense nº 23,",1,22,1772.55
Santa María de la Cabeza,Monument,CALLE TOLEDO 1,Plaza de San Miguel,"Plaza de San Miguel nº 9,",15,9,176.95
Santa Rosa,Monument,Col Torres Garrido ,"Plaza de la Parroquia , 20","Plaza de la Parroquia , 20,",6,17,170.6
Santa Rosa de Lima,Monument,C General Ricardos 177,"Av de la plaza de Toros , 3","Av de la plaza de Toros , 3,",2,21,81.06
Santiago Ramón y Cajal,Monument,Pº Venezuela ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",1,22,243.85
Santiago Ramón y Cajal,Monument,C Santa Isabel 51,Museo Reina Sofía,"Calle Santa Isabel nº 57,",2,21,197.18
Santiago Ramón y Cajal,Monument,CALLE SAN MODESTO 1,"Calle de Angel Mugica, 3","Calle de Angel Mugica, 3,",5,19,42.28
Santiago Ramón y Cajal,Monument,C Alfonso XII 64,Avd ciudad de Barcelona ,"Avd ciudad de Barcelona ,",5,20,155.81
Santo Ángel de la Guarda,Monument,C Tutor 35,Quintana,"Calle Quintana nº 13,",14,9,156.3
Santísima Virgen,Monument,PASEO CAMOENS Y VALERO ,Paseo de Moret,"Paseo de Moret nº 11,",10,13,251.74
Seis columnas jónicas,Monument,C Aniceto Marinas 60,Paseo de la Florida,"Paseo de la Florida nº 8,",22,5,566.29
Serafín y Joaquín Álvarez Quintero,Monument,PARQUE RETIRO ,Castelló,"Calle Alcalá nº 111,",6,21,107.72
Serafín y Joaquín Álvarez Quintero,Monument,C Velázquez 76,Marqués de Salamanca,"Calle José Ortega y Gasset nº 30,",4,19,192.87
Serie escultórica en la Universidad de Cantoblanco,Monument, ,"Calle del Monasterio de Sobrado, 6","602 - Calle del Monasterio de Sobrado, 6,",5,19,3899.81
Severo Ochoa,Monument,PLAZA RAMON Y CAJAL 3,Ciudad Universitaria 2,"Avenida de la Complutense (Metro Ciudad Universitaria),",6,13,181.58
Si todos los hombres...,Monument,CALLE GUZMAN EL BUENO 1,Guzmán el Bueno,"Calle Guzmán el Bueno nº 1,",3,24,25.35
Simón Bolívar,Monument, ,Paseo de Moret,"Paseo de Moret nº 11,",10,13,266.44
Simón Bolívar y María Teresa del Toro,Monument,C Gravina 19,Augusto Figueroa,"Calle Augusto Figueroa nº 33,",11,16,114.64
Simón de Rojas Clemente,Monument,Pza Murillo 2,Almadén,"Calle Almadén nº 28,",17,6,179.62
Sirena Varada 'Lugar de Encuentros III',Monument,Pº Castellana 41,Castellana 42,"Paseo de la Castellana nº 42,",2,21,43.14
Skandia,Monument,CALLE GUZMAN EL BUENO 133,San Francisco de Sales,"Calle General Ampudia nº 2,",7,17,204.74
Sor Juana Inés de la Cruz,Monument,C Ferraz ,Plaza de España A,"Calle Princesa nº 5,",13,5,213.39
Sor Marcela de San Félix,Monument,C Huertas 47,Huertas,"Calle Jesús nº 1,",6,19,146.6
